Load_param,Vertical_disp,Horizontal_disp,Beam_angle
0,0,0,0
0.5,0.16486062773491544,0.013411011284400365,0.24840090962138803
1.0,0.3257341616461379,0.05340626465983789,0.4974941463545109
2.0,0.6143521127104068,0.20561136005038383,0.9902640459012625
3.0,0.8352279803600963,0.4333358695436019,1.4712427246806539
4.0,0.9723984984242398,0.7053991220356461,1.9358372611635897
5.0,1.024105870196214,0.9901660386366586,2.3804480808628123
7.5,0.8555034457343142,1.6071340553005449,3.392858307147707
10.0,0.4664986481448567,1.9722982029190608,4.260336659660838
